caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
752,45 to 54 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
753,15 to 24 years,Female,0,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,51
757,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,50
758,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
759,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,1,1,52
760,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
761,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
763,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
768,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
769,15 to 24 years,Male,0,1,"Less than 50,000",1,1,"NA",1,No,0,1,10
771,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,0,30
772,25 to 34 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,1,1,52
774,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
775,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",0,Yes,0,1,52
776,45 to 54 years,Male,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
781,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,0,No,0,1,52
782,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",0,No,0,1,52
784,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,0,52
790,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
791,25 to 34 years,Male,1,0,"More than 100,000",0,1,Dissatisfied,1,No,0,1,52
794,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,44
797,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Satisfied,0,No,1,1,52
804,55 to 64 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,1,1,52
806,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,1,0,52
807,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
808,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
809,35 to 44 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
810,35 to 44 years,Female,1,0,"Less than 50,000",1,0,Satisfied,1,No,1,0,40
811,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
813,45 to 54 years,Female,1,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,52
814,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,1,1,52
815,55 to 64 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
821,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
824,15 to 24 years,Male,0,1,"Less than 50,000",1,0,Neither satisfied nor dissatisfied,1,No,0,1,52
830,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
832,65 to 74 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,1,1,52
836,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,1,No,0,0,52
837,45 to 54 years,Male,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
843,25 to 34 years,Male,1,0,"More than 100,000",0,0,Satisfied,1,No,1,1,52
846,25 to 34 years,Male,0,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,Yes,0,0,49
847,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Satisfied,0,No,0,1,52
848,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
849,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,0,52
852,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
853,15 to 24 years,Male,0,0,"Less than 50,000",1,0,Dissatisfied,0,No,0,1,38
855,65 to 74 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
856,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,18
860,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,28
861,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,52
864,35 to 44 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
865,45 to 54 years,Female,1,0,"More than 100,000",0,0,Satisfied,1,No,0,1,52
867,55 to 64 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
869,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,1,1,52
872,25 to 34 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
875,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
876,15 to 24 years,Male,0,0,"Less than 50,000",1,1,Satisfied,1,No,0,1,34
879,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",1,0,Dissatisfied,1,No,1,1,52
880,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,No,0,0,12
884,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
890,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
891,25 to 34 years,Female,1,1,"Less than 50,000",1,1,Very satisfied,1,No,1,0,52
892,45 to 54 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,0,0,52
893,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
895,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
896,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
899,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
901,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,0,1,52
902,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,0,Very satisfied,1,Yes,0,1,52
903,45 to 54 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
905,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,0,52
906,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
907,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
916,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
917,35 to 44 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
923,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
925,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
927,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
934,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,12
935,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,0,52
936,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
938,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
939,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
942,45 to 54 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
944,55 to 64 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
946,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,0,52
947,35 to 44 years,Male,1,1,"More than 100,000",0,0,"NA",1,No,1,1,52
949,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,0,52
951,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,16
957,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
958,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,0,No,1,0,52
961,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",1,1,"NA",1,No,0,1,52
968,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
970,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
972,45 to 54 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
973,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
974,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
976,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
978,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",1,1,Satisfied,1,No,0,1,52
980,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,0,48
981,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
987,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
988,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,26
991,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,1,0,52
1001,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
1004,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,52
1007,15 to 24 years,Male,0,0,"Less than 50,000",0,0,"NA",1,No,1,0,52
1011,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
1012,55 to 64 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
1017,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
1021,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
1023,15 to 24 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,12
1025,25 to 34 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
1027,45 to 54 years,Male,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
1030,25 to 34 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
1034,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",1,1,Satisfied,1,No,0,1,52
1035,45 to 54 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,1,0,36
1036,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
1039,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1041,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
1042,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,32
1045,45 to 54 years,Female,0,0,"Less than 50,000",0,0,Dissatisfied,0,No,0,0,52
1047,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1049,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
1051,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
1054,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
1056,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1060,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
1062,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
1070,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
1075,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,Yes,0,0,52
1076,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1078,55 to 64 years,Male,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
1080,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,1,1,52
1082,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,1,52
1083,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1086,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
1089,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
1092,45 to 54 years,Female,0,1,"Less than 50,000",1,1,Satisfied,0,No,0,1,52
1096,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,0,52
1099,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
1102,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,0,1,52
1103,55 to 64 years,Male,1,1,"More than 100,000",0,1,Dissatisfied,1,No,1,1,40
1104,45 to 54 years,Male,1,0,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
1111,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
1112,15 to 24 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
1117,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,42
1118,25 to 34 years,Female,0,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,0,No,0,1,52
1125,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,0,No,1,0,52
1130,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
1131,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1132,55 to 64 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
1133,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1135,25 to 34 years,Male,0,0,"Less than 50,000",0,0,"NA",0,No,1,1,52
1137,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
1142,65 to 74 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,32
1148,15 to 24 years,Female,0,1,"Less than 50,000",1,0,Neither satisfied nor dissatisfied,1,No,1,1,45
1151,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,25
1153,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
1154,45 to 54 years,Female,0,1,"More than 100,000",0,0,"NA",1,No,0,1,52
1156,25 to 34 years,Female,1,1,"Less than 50,000",0,0,"NA",0,No,0,1,52
1157,55 to 64 years,Male,1,1,"Less than 50,000",0,1,"NA",0,No,0,1,26
1161,25 to 34 years,Male,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
1165,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
1167,25 to 34 years,Female,1,0,"Between 50,000 to 100,000",0,0,Very satisfied,0,No,0,1,52
1171,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,1,1,52
1172,25 to 34 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
1175,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
1179,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,0,52
1180,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,43
1182,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,0,52
1186,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1188,45 to 54 years,Female,1,1,"More than 100,000",0,1,Very satisfied,0,No,1,1,52
1190,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
1191,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
1193,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
1196,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1200,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
1201,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1203,15 to 24 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,1,0,12
1205,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,44
1216,45 to 54 years,Male,1,1,"More than 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
1219,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,0,Yes,0,1,52
1220,45 to 54 years,Female,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
1223,25 to 34 years,Male,1,0,"Between 50,000 to 100,000",0,0,Very satisfied,1,No,0,1,52
1226,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,0,1,52
1228,25 to 34 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
1230,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,0,1,52
1234,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,48
1235,55 to 64 years,Male,0,0,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,20
1237,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
1244,35 to 44 years,Female,0,0,"More than 100,000",0,1,"NA",0,No,1,1,52
1245,55 to 64 years,Male,1,0,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
1246,35 to 44 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,52
1248,15 to 24 years,Female,0,1,"Less than 50,000",0,0,Dissatisfied,1,No,1,1,52
1254,45 to 54 years,Male,0,0,"Less than 50,000",0,1,Satisfied,0,No,1,1,52
1259,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,42
1264,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
1265,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
1266,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1271,15 to 24 years,Male,0,0,"Less than 50,000",0,0,Very satisfied,1,No,0,0,52
1272,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
1273,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1275,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",0,Yes,1,1,52
1277,35 to 44 years,Male,0,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
1278,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1280,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,Yes,0,1,52
1286,45 to 54 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
1288,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
1290,55 to 64 years,Male,0,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,32
1291,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
1292,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
1296,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,1,1,52
1299,35 to 44 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
1300,25 to 34 years,Female,0,0,"Less than 50,000",0,1,Satisfied,1,No,0,1,37
1304,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
1308,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,50
1312,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
1313,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,Yes,1,1,52
1317,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,0,No,0,0,52
1319,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1320,55 to 64 years,Female,0,1,"More than 100,000",0,1,Dissatisfied,1,No,0,1,50
1323,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,32
1324,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
1327,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
1328,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
1329,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
1336,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1337,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1341,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
1342,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
1345,25 to 34 years,Female,0,0,"Less than 50,000",1,0,"NA",1,No,0,0,52
1346,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,52
1347,35 to 44 years,Female,1,1,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,1,1,52
1349,15 to 24 years,Female,0,1,"Less than 50,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,38
1352,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
1354,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
1357,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
1358,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
1362,55 to 64 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,48
1364,25 to 34 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,Yes,0,1,52
1366,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
1369,15 to 24 years,Female,0,1,"Less than 50,000",1,0,Dissatisfied,0,No,0,0,52
1372,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
1374,45 to 54 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,Yes,1,1,52
1375,45 to 54 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
1379,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1382,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,37
1383,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,0,No,1,1,52
1384,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
1385,65 to 74 years,Female,0,0,"Less than 50,000",0,0,"NA",1,No,0,0,52
1391,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
1394,25 to 34 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,48
1395,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
1396,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
1397,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
1399,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,10
1401,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
1402,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1404,25 to 34 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
1406,25 to 34 years,Female,0,0,"Less than 50,000",0,0,"NA",1,Yes,0,0,52
1407,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,1,No,1,1,12
1409,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
1416,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,36
1418,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,Yes,1,1,52
1419,15 to 24 years,Female,0,0,"Less than 50,000",0,1,"NA",1,No,0,1,52
1423,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1424,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,1,1,52
1425,35 to 44 years,Female,1,1,"More than 100,000",0,1,Very satisfied,0,No,0,1,52
1431,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,1,1,52
1432,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,42
1433,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
1435,35 to 44 years,Female,1,1,"Less than 50,000",1,1,Satisfied,1,No,1,1,52
1436,65 to 74 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
1437,45 to 54 years,Female,1,0,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
1442,25 to 34 years,Female,1,0,"Less than 50,000",0,0,Dissatisfied,0,No,1,0,8
1443,45 to 54 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
1444,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
1454,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
